timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2020-12-11,7.07,7.19,6.9801,7.19,7.19,3541,0.0000,1.0
2020-12-10,7.1932,7.1932,6.91,7.06,7.06,8555,0.0000,1.0
2020-12-09,6.8602,7.2,6.8602,6.9,6.9,38113,0.0000,1.0
2020-12-08,6.79,6.98,6.79,6.94,6.94,12014,0.0000,1.0
2020-12-07,7.1,7.1523,6.75,6.91,6.91,190689,0.0400,1.0
2020-12-04,7.09,7.2,6.96,7.19,7.14861870504,4810,0.0000,1.0
2020-12-03,6.86,7.07,6.86,7.03,6.98953956835,3452,0.0000,1.0
2020-12-02,6.85,7.03,6.85,6.9,6.86028776978,3578,0.0000,1.0
2020-12-01,6.94,7.0172,6.86,6.9007,6.86098374101,3037,0.0000,1.0
2020-11-30,6.9,6.956,6.88,6.88,6.8404028777,4231,0.0000,1.0
2020-11-27,6.89,6.89,6.89,6.89,6.85034532374,1185,0.0000,1.0
2020-11-25,6.8,7.08,6.8,6.9,6.86028776978,21633,0.0000,1.0
2020-11-24,6.74,6.9476,6.74,6.8,6.76086330935,16534,0.0000,1.0
2020-11-23,6.79,6.8,6.75,6.75,6.71115107914,5145,0.0000,1.0
2020-11-20,6.75,6.79,6.63,6.79,6.75092086331,10987,0.0000,1.0
2020-11-19,6.75,6.8,6.75,6.8,6.76086330935,2532,0.0000,1.0
2020-11-18,6.5101,6.91,6.5,6.8,6.76086330935,13597,0.0000,1.0
2020-11-17,6.63,6.64,6.5,6.62,6.58189928058,7035,0.0000,1.0
2020-11-16,6.54,6.79,6.54,6.7,6.66143884892,11765,0.0000,1.0
2020-11-13,6.5001,6.72,6.49,6.52,6.48247482014,5446,0.0000,1.0
2020-11-12,6.71,6.74,6.55,6.65,6.61172661871,3486,0.0000,1.0
2020-11-11,6.7001,6.787,6.65,6.7494,6.71055453237,8063,0.0000,1.0
2020-11-10,6.75,7.2194,6.75,6.75,6.71115107914,9252,0.0000,1.0
2020-11-09,6.33,7.25,6.1201,6.69,6.65149640288,18115,0.0000,1.0
2020-11-06,6.07,6.24,6.069,6.24,6.20408633094,1205,0.0000,1.0
2020-11-05,6.14,6.14,6.06,6.12,6.08477697842,5979,0.0000,1.0
2020-11-04,6.18,6.1836,6.16,6.16,6.12454676259,2940,0.0000,1.0
2020-11-03,6.33,6.33,6.15,6.21,6.17425899281,2214,0.0000,1.0
2020-11-02,6.37,6.37,6.37,6.37,6.3333381295,123,0.0000,1.0
2020-10-30,6.1001,6.27,6.1001,6.2,6.16431654676,1317,0.0000,1.0
2020-10-29,6.22,6.23,6.015,6.1,6.06489208633,4344,0.0000,1.0
2020-10-28,6.385,6.385,6.22,6.2408,6.20488172662,2336,0.0000,1.0
2020-10-27,6.4,6.4,6.36,6.36,6.32339568345,889,0.0000,1.0
2020-10-26,6.37,6.37,6.37,6.37,6.3333381295,63,0.0000,1.0
2020-10-23,6.42,6.42,6.37,6.37,6.3333381295,1373,0.0000,1.0
2020-10-22,6.3327,7.0,6.3327,6.35,6.31345323741,9649,0.0000,1.0
2020-10-21,6.3305,6.49,6.3305,6.49,6.45264748201,834,0.0000,1.0
2020-10-20,6.4,6.49,6.4,6.49,6.45264748201,3599,0.0000,1.0
2020-10-19,6.4,6.4,6.23,6.4,6.36316546763,3308,0.0000,1.0
2020-10-16,6.31,6.4,6.28,6.4,6.36316546763,2399,0.0000,1.0
2020-10-15,6.4,6.4,6.4,6.4,6.36316546763,1,0.0000,1.0
2020-10-14,6.49,6.49,6.32,6.4,6.36316546763,2386,0.0000,1.0
2020-10-13,6.35,6.48,6.35,6.48,6.44270503597,5488,0.0000,1.0
2020-10-12,6.48,6.48,6.48,6.48,6.44270503597,248,0.0000,1.0
2020-10-09,6.3,6.48,6.3,6.48,6.44270503597,1350,0.0000,1.0
2020-10-08,6.35,6.49,6.31,6.47,6.43276258993,1062,0.0000,1.0
2020-10-07,6.29,6.49,6.28,6.49,6.45264748201,2741,0.0000,1.0
2020-10-06,6.25,6.25,6.25,6.25,6.21402877698,1125,0.0000,1.0
2020-10-05,6.3,6.47,6.3,6.35,6.31345323741,6629,0.0000,1.0
2020-10-02,6.4119,6.4119,6.4119,6.4119,6.37499697842,146,0.0000,1.0
2020-10-01,6.39,6.48,6.36,6.4119,6.37499697842,2850,0.0000,1.0
2020-09-30,6.13,6.49,6.13,6.49,6.45264748201,14965,0.0000,1.0
2020-09-29,6.01,6.18,6.01,6.12,6.08477697842,6497,0.0000,1.0
2020-09-28,6.1,6.14,6.09,6.09,6.05494964029,2400,0.0000,1.0
2020-09-25,6.03,6.15,6.01,6.01,5.97541007194,3102,0.0000,1.0
2020-09-24,6.01,6.03,5.95,6.0,5.9654676259,6280,0.0000,1.0
2020-09-23,6.03,6.15,6.0,6.0,5.9654676259,1445,0.0000,1.0
2020-09-22,6.25,6.37,6.0,6.08,6.04500719424,13594,0.0000,1.0
2020-09-21,6.51,6.51,6.08,6.31,6.27368345324,70527,0.0000,1.0
2020-09-18,6.25,6.64,6.0601,6.64,6.60178417266,17264,0.0000,1.0
2020-09-17,6.08,6.44,6.04,6.44,6.4029352518,11397,0.0000,1.0
2020-09-16,6.033,6.1,6.02,6.08,6.04500719424,11051,0.0000,1.0
2020-09-15,6.09,6.1,5.91,6.08,6.04500719424,5978,0.0000,1.0
2020-09-14,6.06,6.1,5.96,6.08,6.04500719424,3362,0.0000,1.0
2020-09-11,6.08,6.15,5.98,6.04,6.00523741007,7739,0.0000,1.0
2020-09-10,5.995,6.15,5.995,6.01,5.97541007194,3814,0.0000,1.0
2020-09-09,5.98,6.1,5.92,6.05,6.01517985612,3439,0.0000,1.0
2020-09-08,6.0192,6.06,5.91,6.05,6.01517985612,4179,0.0000,1.0
2020-09-04,5.96,6.06,5.96,6.06,6.02512230216,3681,0.0400,1.0
2020-09-03,5.99,6.1,5.93,6.1,6.02512230216,6331,0.0000,1.0
2020-09-02,5.95,6.0,5.91,6.0,5.9263498054,2274,0.0000,1.0
2020-09-01,6.1,6.13,6.025,6.03,5.95598155443,1581,0.0000,1.0
2020-08-31,6.0885,6.19,5.89,6.14,6.06463130086,7506,0.0000,1.0
2020-08-28,6.2299,6.2299,6.07,6.14,6.06463130086,2127,0.0000,1.0
2020-08-27,6.06,6.2,5.92,6.12,6.04487680151,5089,0.0000,1.0
2020-08-26,6.13,6.13,6.012,6.1,6.02512230216,5387,0.0000,1.0
2020-08-25,6.06,6.15,6.01,6.02,5.94610430475,2646,0.0000,1.0
2020-08-24,5.97,6.15,5.94,6.14,6.06463130086,3249,0.0000,1.0
2020-08-21,6.0335,6.19,5.97,6.16,6.08438580021,1641,0.0000,1.0
2020-08-20,6.05,6.19,6.0222,6.07,5.99549055313,928,0.0000,1.0
2020-08-19,6.22,6.22,5.93,6.15,6.07450855054,15800,0.0000,1.0
2020-08-18,6.0826,6.25,5.9301,6.23,6.15352654794,9108,0.0000,1.0
2020-08-17,6.24,6.25,5.9,6.19,6.11401754924,72343,0.0000,1.0
2020-08-14,6.2,6.23,6.14,6.23,6.15352654794,4357,0.0000,1.0
2020-08-13,6.2,6.2,6.1746,6.19,6.11401754924,869,0.0000,1.0
2020-08-12,6.125,6.24,6.0728,6.2,6.12389479891,2125,0.0000,1.0
2020-08-11,6.06,6.2,6.06,6.2,6.12389479891,1282,0.0000,1.0
2020-08-10,6.06,6.15,5.93,6.1,6.02512230216,4717,0.0000,1.0
2020-08-07,6.01,6.06,5.8926,6.06,5.98561330346,4768,0.0000,1.0
2020-08-06,5.8501,6.15,5.8501,6.01,5.93622705508,10843,0.0000,1.0
2020-08-05,6.0,6.13,5.8201,6.0,5.9263498054,17409,0.0000,1.0
2020-08-04,6.0252,6.09,5.9,6.0,5.9263498054,6477,0.0000,1.0
2020-08-03,6.01,6.0913,5.75,6.0,5.9263498054,15315,0.0000,1.0
